| time  |reset|ARegister|DRegister|RAM64[16]|RAM64[17]|
| 996   |  0  |      16 |      71 |      72 |    2556 |
| 997   |  0  |       4 |      71 |      72 |    2556 |
| 998   |  0  |       4 |      71 |      72 |    2556 |
| 999   |  0  |      16 |      71 |      72 |    2556 |
| 1000  |  0  |      16 |      72 |      72 |    2556 |
| 1001  |  0  |     100 |      72 |      72 |    2556 |
| 1002  |  0  |     100 |     -28 |      72 |    2556 |
| 1003  |  0  |      18 |     -28 |      72 |    2556 |
| 1004  |  0  |      18 |     -28 |      72 |    2556 |
| 1005  |  0  |      16 |     -28 |      72 |    2556 |
| 1006  |  0  |      16 |      72 |      72 |    2556 |
| 1007  |  0  |      17 |      72 |      72 |    2556 |
| 1008  |  0  |      17 |      72 |      72 |    2628 |
| 1009  |  0  |      16 |      72 |      72 |    2628 |
| 1010  |  0  |      16 |      72 |      73 |    2628 |
| 1011  |  0  |       4 |      72 |      73 |    2628 |
| 1012  |  0  |       4 |      72 |      73 |    2628 |
| 1013  |  0  |      16 |      72 |      73 |    2628 |
| 1014  |  0  |      16 |      73 |      73 |    2628 |
| 1015  |  0  |     100 |      73 |      73 |    2628 |
| 1016  |  0  |     100 |     -27 |      73 |    2628 |
| 1017  |  0  |      18 |     -27 |      73 |    2628 |
| 1018  |  0  |      18 |     -27 |      73 |    2628 |
| 1019  |  0  |      16 |     -27 |      73 |    2628 |
| 1020  |  0  |      16 |      73 |      73 |    2628 |
| 1021  |  0  |      17 |      73 |      73 |    2628 |
| 1022  |  0  |      17 |      73 |      73 |    2701 |
| 1023  |  0  |      16 |      73 |      73 |    2701 |
| 1024  |  0  |      16 |      73 |      74 |    2701 |
| 1025  |  0  |       4 |      73 |      74 |    2701 |
| 1026  |  0  |       4 |      73 |      74 |    2701 |
| 1027  |  0  |      16 |      73 |      74 |    2701 |
| 1028  |  0  |      16 |      74 |      74 |    2701 |
| 1029  |  0  |     100 |      74 |      74 |    2701 |
| 1030  |  0  |     100 |     -26 |      74 |    2701 |
| 1031  |  0  |      18 |     -26 |      74 |    2701 |
| 1032  |  0  |      18 |     -26 |      74 |    2701 |
| 1033  |  0  |      16 |     -26 |      74 |    2701 |
| 1034  |  0  |      16 |      74 |      74 |    2701 |
| 1035  |  0  |      17 |      74 |      74 |    2701 |
| 1036  |  0  |      17 |      74 |      74 |    2775 |
| 1037  |  0  |      16 |      74 |      74 |    2775 |
| 1038  |  0  |      16 |      74 |      75 |    2775 |
| 1039  |  0  |       4 |      74 |      75 |    2775 |
| 1040  |  0  |       4 |      74 |      75 |    2775 |
| 1041  |  0  |      16 |      74 |      75 |    2775 |
| 1042  |  0  |      16 |      75 |      75 |    2775 |
| 1043  |  0  |     100 |      75 |      75 |    2775 |
| 1044  |  0  |     100 |     -25 |      75 |    2775 |
| 1045  |  0  |      18 |     -25 |      75 |    2775 |
| 1046  |  0  |      18 |     -25 |      75 |    2775 |
| 1047  |  0  |      16 |     -25 |      75 |    2775 |
| 1048  |  0  |      16 |      75 |      75 |    2775 |
| 1049  |  0  |      17 |      75 |      75 |    2775 |
| 1050  |  0  |      17 |      75 |      75 |    2850 |
| 1051  |  0  |      16 |      75 |      75 |    2850 |
| 1052  |  0  |      16 |      75 |      76 |    2850 |
| 1053  |  0  |       4 |      75 |      76 |    2850 |
| 1054  |  0  |       4 |      75 |      76 |    2850 |
| 1055  |  0  |      16 |      75 |      76 |    2850 |
| 1056  |  0  |      16 |      76 |      76 |    2850 |
| 1057  |  0  |     100 |      76 |      76 |    2850 |
| 1058  |  0  |     100 |     -24 |      76 |    2850 |
| 1059  |  0  |      18 |     -24 |      76 |    2850 |
| 1060  |  0  |      18 |     -24 |      76 |    2850 |
| 1061  |  0  |      16 |     -24 |      76 |    2850 |
| 1062  |  0  |      16 |      76 |      76 |    2850 |
| 1063  |  0  |      17 |      76 |      76 |    2850 |
| 1064  |  0  |      17 |      76 |      76 |    2926 |
| 1065  |  0  |      16 |      76 |      76 |    2926 |
| 1066  |  0  |      16 |      76 |      77 |    2926 |
| 1067  |  0  |       4 |      76 |      77 |    2926 |
| 1068  |  0  |       4 |      76 |      77 |    2926 |
| 1069  |  0  |      16 |      76 |      77 |    2926 |
| 1070  |  0  |      16 |      77 |      77 |    2926 |
| 1071  |  0  |     100 |      77 |      77 |    2926 |
| 1072  |  0  |     100 |     -23 |      77 |    2926 |
| 1073  |  0  |      18 |     -23 |      77 |    2926 |
| 1074  |  0  |      18 |     -23 |      77 |    2926 |
| 1075  |  0  |      16 |     -23 |      77 |    2926 |
| 1076  |  0  |      16 |      77 |      77 |    2926 |
| 1077  |  0  |      17 |      77 |      77 |    2926 |
| 1078  |  0  |      17 |      77 |      77 |    3003 |
| 1079  |  0  |      16 |      77 |      77 |    3003 |
| 1080  |  0  |      16 |      77 |      78 |    3003 |
| 1081  |  0  |       4 |      77 |      78 |    3003 |
| 1082  |  0  |       4 |      77 |      78 |    3003 |
| 1083  |  0  |      16 |      77 |      78 |    3003 |
| 1084  |  0  |      16 |      78 |      78 |    3003 |
| 1085  |  0  |     100 |      78 |      78 |    3003 |
| 1086  |  0  |     100 |     -22 |      78 |    3003 |
| 1087  |  0  |      18 |     -22 |      78 |    3003 |
| 1088  |  0  |      18 |     -22 |      78 |    3003 |
| 1089  |  0  |      16 |     -22 |      78 |    3003 |
| 1090  |  0  |      16 |      78 |      78 |    3003 |
| 1091  |  0  |      17 |      78 |      78 |    3003 |
| 1092  |  0  |      17 |      78 |      78 |    3081 |
| 1093  |  0  |      16 |      78 |      78 |    3081 |
| 1094  |  0  |      16 |      78 |      79 |    3081 |
| 1095  |  0  |       4 |      78 |      79 |    3081 |
| 1096  |  0  |       4 |      78 |      79 |    3081 |
| 1097  |  0  |      16 |      78 |      79 |    3081 |
| 1098  |  0  |      16 |      79 |      79 |    3081 |
| 1099  |  0  |     100 |      79 |      79 |    3081 |
| 1100  |  0  |     100 |     -21 |      79 |    3081 |
| 1101  |  0  |      18 |     -21 |      79 |    3081 |
| 1102  |  0  |      18 |     -21 |      79 |    3081 |
| 1103  |  0  |      16 |     -21 |      79 |    3081 |
| 1104  |  0  |      16 |      79 |      79 |    3081 |
| 1105  |  0  |      17 |      79 |      79 |    3081 |
| 1106  |  0  |      17 |      79 |      79 |    3160 |
| 1107  |  0  |      16 |      79 |      79 |    3160 |
| 1108  |  0  |      16 |      79 |      80 |    3160 |
| 1109  |  0  |       4 |      79 |      80 |    3160 |
| 1110  |  0  |       4 |      79 |      80 |    3160 |
| 1111  |  0  |      16 |      79 |      80 |    3160 |
| 1112  |  0  |      16 |      80 |      80 |    3160 |
| 1113  |  0  |     100 |      80 |      80 |    3160 |
| 1114  |  0  |     100 |     -20 |      80 |    3160 |
| 1115  |  0  |      18 |     -20 |      80 |    3160 |
| 1116  |  0  |      18 |     -20 |      80 |    3160 |
| 1117  |  0  |      16 |     -20 |      80 |    3160 |
| 1118  |  0  |      16 |      80 |      80 |    3160 |
| 1119  |  0  |      17 |      80 |      80 |    3160 |
| 1120  |  0  |      17 |      80 |      80 |    3240 |
| 1121  |  0  |      16 |      80 |      80 |    3240 |
| 1122  |  0  |      16 |      80 |      81 |    3240 |
| 1123  |  0  |       4 |      80 |      81 |    3240 |
| 1124  |  0  |       4 |      80 |      81 |    3240 |
| 1125  |  0  |      16 |      80 |      81 |    3240 |
| 1126  |  0  |      16 |      81 |      81 |    3240 |
| 1127  |  0  |     100 |      81 |      81 |    3240 |
| 1128  |  0  |     100 |     -19 |      81 |    3240 |
| 1129  |  0  |      18 |     -19 |      81 |    3240 |
| 1130  |  0  |      18 |     -19 |      81 |    3240 |
| 1131  |  0  |      16 |     -19 |      81 |    3240 |
| 1132  |  0  |      16 |      81 |      81 |    3240 |
| 1133  |  0  |      17 |      81 |      81 |    3240 |
| 1134  |  0  |      17 |      81 |      81 |    3321 |
| 1135  |  0  |      16 |      81 |      81 |    3321 |
| 1136  |  0  |      16 |      81 |      82 |    3321 |
| 1137  |  0  |       4 |      81 |      82 |    3321 |
| 1138  |  0  |       4 |      81 |      82 |    3321 |
| 1139  |  0  |      16 |      81 |      82 |    3321 |
| 1140  |  0  |      16 |      82 |      82 |    3321 |
| 1141  |  0  |     100 |      82 |      82 |    3321 |
| 1142  |  0  |     100 |     -18 |      82 |    3321 |
| 1143  |  0  |      18 |     -18 |      82 |    3321 |
| 1144  |  0  |      18 |     -18 |      82 |    3321 |
| 1145  |  0  |      16 |     -18 |      82 |    3321 |
| 1146  |  0  |      16 |      82 |      82 |    3321 |
| 1147  |  0  |      17 |      82 |      82 |    3321 |
| 1148  |  0  |      17 |      82 |      82 |    3403 |
| 1149  |  0  |      16 |      82 |      82 |    3403 |
| 1150  |  0  |      16 |      82 |      83 |    3403 |
| 1151  |  0  |       4 |      82 |      83 |    3403 |
| 1152  |  0  |       4 |      82 |      83 |    3403 |
| 1153  |  0  |      16 |      82 |      83 |    3403 |
| 1154  |  0  |      16 |      83 |      83 |    3403 |
| 1155  |  0  |     100 |      83 |      83 |    3403 |
| 1156  |  0  |     100 |     -17 |      83 |    3403 |
| 1157  |  0  |      18 |     -17 |      83 |    3403 |
| 1158  |  0  |      18 |     -17 |      83 |    3403 |
| 1159  |  0  |      16 |     -17 |      83 |    3403 |
| 1160  |  0  |      16 |      83 |      83 |    3403 |
| 1161  |  0  |      17 |      83 |      83 |    3403 |
| 1162  |  0  |      17 |      83 |      83 |    3486 |
| 1163  |  0  |      16 |      83 |      83 |    3486 |
| 1164  |  0  |      16 |      83 |      84 |    3486 |
| 1165  |  0  |       4 |      83 |      84 |    3486 |
| 1166  |  0  |       4 |      83 |      84 |    3486 |
| 1167  |  0  |      16 |      83 |      84 |    3486 |
| 1168  |  0  |      16 |      84 |      84 |    3486 |
| 1169  |  0  |     100 |      84 |      84 |    3486 |
| 1170  |  0  |     100 |     -16 |      84 |    3486 |
| 1171  |  0  |      18 |     -16 |      84 |    3486 |
| 1172  |  0  |      18 |     -16 |      84 |    3486 |
| 1173  |  0  |      16 |     -16 |      84 |    3486 |
| 1174  |  0  |      16 |      84 |      84 |    3486 |
| 1175  |  0  |      17 |      84 |      84 |    3486 |
| 1176  |  0  |      17 |      84 |      84 |    3570 |
| 1177  |  0  |      16 |      84 |      84 |    3570 |
| 1178  |  0  |      16 |      84 |      85 |    3570 |
| 1179  |  0  |       4 |      84 |      85 |    3570 |
| 1180  |  0  |       4 |      84 |      85 |    3570 |
| 1181  |  0  |      16 |      84 |      85 |    3570 |
| 1182  |  0  |      16 |      85 |      85 |    3570 |
| 1183  |  0  |     100 |      85 |      85 |    3570 |
| 1184  |  0  |     100 |     -15 |      85 |    3570 |
| 1185  |  0  |      18 |     -15 |      85 |    3570 |
| 1186  |  0  |      18 |     -15 |      85 |    3570 |
| 1187  |  0  |      16 |     -15 |      85 |    3570 |
| 1188  |  0  |      16 |      85 |      85 |    3570 |
| 1189  |  0  |      17 |      85 |      85 |    3570 |
| 1190  |  0  |      17 |      85 |      85 |    3655 |
| 1191  |  0  |      16 |      85 |      85 |    3655 |
| 1192  |  0  |      16 |      85 |      86 |    3655 |
| 1193  |  0  |       4 |      85 |      86 |    3655 |
| 1194  |  0  |       4 |      85 |      86 |    3655 |
| 1195  |  0  |      16 |      85 |      86 |    3655 |
| 1196  |  0  |      16 |      86 |      86 |    3655 |
| 1197  |  0  |     100 |      86 |      86 |    3655 |
| 1198  |  0  |     100 |     -14 |      86 |    3655 |
| 1199  |  0  |      18 |     -14 |      86 |    3655 |
| 1200  |  0  |      18 |     -14 |      86 |    3655 |
| 1201  |  0  |      16 |     -14 |      86 |    3655 |
| 1202  |  0  |      16 |      86 |      86 |    3655 |
| 1203  |  0  |      17 |      86 |      86 |    3655 |
| 1204  |  0  |      17 |      86 |      86 |    3741 |
| 1205  |  0  |      16 |      86 |      86 |    3741 |
| 1206  |  0  |      16 |      86 |      87 |    3741 |
| 1207  |  0  |       4 |      86 |      87 |    3741 |
| 1208  |  0  |       4 |      86 |      87 |    3741 |
| 1209  |  0  |      16 |      86 |      87 |    3741 |
| 1210  |  0  |      16 |      87 |      87 |    3741 |
| 1211  |  0  |     100 |      87 |      87 |    3741 |
| 1212  |  0  |     100 |     -13 |      87 |    3741 |
| 1213  |  0  |      18 |     -13 |      87 |    3741 |
| 1214  |  0  |      18 |     -13 |      87 |    3741 |
| 1215  |  0  |      16 |     -13 |      87 |    3741 |
| 1216  |  0  |      16 |      87 |      87 |    3741 |
| 1217  |  0  |      17 |      87 |      87 |    3741 |
| 1218  |  0  |      17 |      87 |      87 |    3828 |
| 1219  |  0  |      16 |      87 |      87 |    3828 |
| 1220  |  0  |      16 |      87 |      88 |    3828 |
| 1221  |  0  |       4 |      87 |      88 |    3828 |
| 1222  |  0  |       4 |      87 |      88 |    3828 |
| 1223  |  0  |      16 |      87 |      88 |    3828 |
| 1224  |  0  |      16 |      88 |      88 |    3828 |
| 1225  |  0  |     100 |      88 |      88 |    3828 |
| 1226  |  0  |     100 |     -12 |      88 |    3828 |
| 1227  |  0  |      18 |     -12 |      88 |    3828 |
| 1228  |  0  |      18 |     -12 |      88 |    3828 |
| 1229  |  0  |      16 |     -12 |      88 |    3828 |
| 1230  |  0  |      16 |      88 |      88 |    3828 |
| 1231  |  0  |      17 |      88 |      88 |    3828 |
| 1232  |  0  |      17 |      88 |      88 |    3916 |
| 1233  |  0  |      16 |      88 |      88 |    3916 |
| 1234  |  0  |      16 |      88 |      89 |    3916 |
| 1235  |  0  |       4 |      88 |      89 |    3916 |
| 1236  |  0  |       4 |      88 |      89 |    3916 |
| 1237  |  0  |      16 |      88 |      89 |    3916 |
| 1238  |  0  |      16 |      89 |      89 |    3916 |
| 1239  |  0  |     100 |      89 |      89 |    3916 |
| 1240  |  0  |     100 |     -11 |      89 |    3916 |
| 1241  |  0  |      18 |     -11 |      89 |    3916 |
| 1242  |  0  |      18 |     -11 |      89 |    3916 |
| 1243  |  0  |      16 |     -11 |      89 |    3916 |
| 1244  |  0  |      16 |      89 |      89 |    3916 |
| 1245  |  0  |      17 |      89 |      89 |    3916 |
| 1246  |  0  |      17 |      89 |      89 |    4005 |
| 1247  |  0  |      16 |      89 |      89 |    4005 |
| 1248  |  0  |      16 |      89 |      90 |    4005 |
| 1249  |  0  |       4 |      89 |      90 |    4005 |
| 1250  |  0  |       4 |      89 |      90 |    4005 |
| 1251  |  0  |      16 |      89 |      90 |    4005 |
| 1252  |  0  |      16 |      90 |      90 |    4005 |
| 1253  |  0  |     100 |      90 |      90 |    4005 |
| 1254  |  0  |     100 |     -10 |      90 |    4005 |
| 1255  |  0  |      18 |     -10 |      90 |    4005 |
| 1256  |  0  |      18 |     -10 |      90 |    4005 |
| 1257  |  0  |      16 |     -10 |      90 |    4005 |
| 1258  |  0  |      16 |      90 |      90 |    4005 |
| 1259  |  0  |      17 |      90 |      90 |    4005 |
| 1260  |  0  |      17 |      90 |      90 |    4095 |
| 1261  |  0  |      16 |      90 |      90 |    4095 |
| 1262  |  0  |      16 |      90 |      91 |    4095 |
| 1263  |  0  |       4 |      90 |      91 |    4095 |
| 1264  |  0  |       4 |      90 |      91 |    4095 |
| 1265  |  0  |      16 |      90 |      91 |    4095 |
| 1266  |  0  |      16 |      91 |      91 |    4095 |
| 1267  |  0  |     100 |      91 |      91 |    4095 |
| 1268  |  0  |     100 |      -9 |      91 |    4095 |
| 1269  |  0  |      18 |      -9 |      91 |    4095 |
| 1270  |  0  |      18 |      -9 |      91 |    4095 |
| 1271  |  0  |      16 |      -9 |      91 |    4095 |
| 1272  |  0  |      16 |      91 |      91 |    4095 |
| 1273  |  0  |      17 |      91 |      91 |    4095 |
| 1274  |  0  |      17 |      91 |      91 |    4186 |
| 1275  |  0  |      16 |      91 |      91 |    4186 |
| 1276  |  0  |      16 |      91 |      92 |    4186 |
| 1277  |  0  |       4 |      91 |      92 |    4186 |
| 1278  |  0  |       4 |      91 |      92 |    4186 |
| 1279  |  0  |      16 |      91 |      92 |    4186 |
| 1280  |  0  |      16 |      92 |      92 |    4186 |
| 1281  |  0  |     100 |      92 |      92 |    4186 |
| 1282  |  0  |     100 |      -8 |      92 |    4186 |
| 1283  |  0  |      18 |      -8 |      92 |    4186 |
| 1284  |  0  |      18 |      -8 |      92 |    4186 |
| 1285  |  0  |      16 |      -8 |      92 |    4186 |
| 1286  |  0  |      16 |      92 |      92 |    4186 |
| 1287  |  0  |      17 |      92 |      92 |    4186 |
| 1288  |  0  |      17 |      92 |      92 |    4278 |
| 1289  |  0  |      16 |      92 |      92 |    4278 |
| 1290  |  0  |      16 |      92 |      93 |    4278 |
| 1291  |  0  |       4 |      92 |      93 |    4278 |
| 1292  |  0  |       4 |      92 |      93 |    4278 |
| 1293  |  0  |      16 |      92 |      93 |    4278 |
| 1294  |  0  |      16 |      93 |      93 |    4278 |
| 1295  |  0  |     100 |      93 |      93 |    4278 |
| 1296  |  0  |     100 |      -7 |      93 |    4278 |
| 1297  |  0  |      18 |      -7 |      93 |    4278 |
| 1298  |  0  |      18 |      -7 |      93 |    4278 |
| 1299  |  0  |      16 |      -7 |      93 |    4278 |
| 1300  |  0  |      16 |      93 |      93 |    4278 |
| 1301  |  0  |      17 |      93 |      93 |    4278 |
| 1302  |  0  |      17 |      93 |      93 |    4371 |
| 1303  |  0  |      16 |      93 |      93 |    4371 |
| 1304  |  0  |      16 |      93 |      94 |    4371 |
| 1305  |  0  |       4 |      93 |      94 |    4371 |
| 1306  |  0  |       4 |      93 |      94 |    4371 |
| 1307  |  0  |      16 |      93 |      94 |    4371 |
| 1308  |  0  |      16 |      94 |      94 |    4371 |
| 1309  |  0  |     100 |      94 |      94 |    4371 |
| 1310  |  0  |     100 |      -6 |      94 |    4371 |
| 1311  |  0  |      18 |      -6 |      94 |    4371 |
| 1312  |  0  |      18 |      -6 |      94 |    4371 |
| 1313  |  0  |      16 |      -6 |      94 |    4371 |
| 1314  |  0  |      16 |      94 |      94 |    4371 |
| 1315  |  0  |      17 |      94 |      94 |    4371 |
| 1316  |  0  |      17 |      94 |      94 |    4465 |
| 1317  |  0  |      16 |      94 |      94 |    4465 |
| 1318  |  0  |      16 |      94 |      95 |    4465 |
| 1319  |  0  |       4 |      94 |      95 |    4465 |
| 1320  |  0  |       4 |      94 |      95 |    4465 |
| 1321  |  0  |      16 |      94 |      95 |    4465 |
| 1322  |  0  |      16 |      95 |      95 |    4465 |
| 1323  |  0  |     100 |      95 |      95 |    4465 |
| 1324  |  0  |     100 |      -5 |      95 |    4465 |
| 1325  |  0  |      18 |      -5 |      95 |    4465 |
| 1326  |  0  |      18 |      -5 |      95 |    4465 |
| 1327  |  0  |      16 |      -5 |      95 |    4465 |
| 1328  |  0  |      16 |      95 |      95 |    4465 |
| 1329  |  0  |      17 |      95 |      95 |    4465 |
| 1330  |  0  |      17 |      95 |      95 |    4560 |
| 1331  |  0  |      16 |      95 |      95 |    4560 |
| 1332  |  0  |      16 |      95 |      96 |    4560 |
| 1333  |  0  |       4 |      95 |      96 |    4560 |
| 1334  |  0  |       4 |      95 |      96 |    4560 |
| 1335  |  0  |      16 |      95 |      96 |    4560 |
| 1336  |  0  |      16 |      96 |      96 |    4560 |
| 1337  |  0  |     100 |      96 |      96 |    4560 |
| 1338  |  0  |     100 |      -4 |      96 |    4560 |
| 1339  |  0  |      18 |      -4 |      96 |    4560 |
| 1340  |  0  |      18 |      -4 |      96 |    4560 |
| 1341  |  0  |      16 |      -4 |      96 |    4560 |
| 1342  |  0  |      16 |      96 |      96 |    4560 |
| 1343  |  0  |      17 |      96 |      96 |    4560 |
| 1344  |  0  |      17 |      96 |      96 |    4656 |
| 1345  |  0  |      16 |      96 |      96 |    4656 |
| 1346  |  0  |      16 |      96 |      97 |    4656 |
| 1347  |  0  |       4 |      96 |      97 |    4656 |
| 1348  |  0  |       4 |      96 |      97 |    4656 |
| 1349  |  0  |      16 |      96 |      97 |    4656 |
| 1350  |  0  |      16 |      97 |      97 |    4656 |
| 1351  |  0  |     100 |      97 |      97 |    4656 |
| 1352  |  0  |     100 |      -3 |      97 |    4656 |
| 1353  |  0  |      18 |      -3 |      97 |    4656 |
| 1354  |  0  |      18 |      -3 |      97 |    4656 |
| 1355  |  0  |      16 |      -3 |      97 |    4656 |
| 1356  |  0  |      16 |      97 |      97 |    4656 |
| 1357  |  0  |      17 |      97 |      97 |    4656 |
| 1358  |  0  |      17 |      97 |      97 |    4753 |
| 1359  |  0  |      16 |      97 |      97 |    4753 |
| 1360  |  0  |      16 |      97 |      98 |    4753 |
| 1361  |  0  |       4 |      97 |      98 |    4753 |
| 1362  |  0  |       4 |      97 |      98 |    4753 |
| 1363  |  0  |      16 |      97 |      98 |    4753 |
| 1364  |  0  |      16 |      98 |      98 |    4753 |
| 1365  |  0  |     100 |      98 |      98 |    4753 |
| 1366  |  0  |     100 |      -2 |      98 |    4753 |
| 1367  |  0  |      18 |      -2 |      98 |    4753 |
| 1368  |  0  |      18 |      -2 |      98 |    4753 |
| 1369  |  0  |      16 |      -2 |      98 |    4753 |
| 1370  |  0  |      16 |      98 |      98 |    4753 |
| 1371  |  0  |      17 |      98 |      98 |    4753 |
| 1372  |  0  |      17 |      98 |      98 |    4851 |
| 1373  |  0  |      16 |      98 |      98 |    4851 |
| 1374  |  0  |      16 |      98 |      99 |    4851 |
| 1375  |  0  |       4 |      98 |      99 |    4851 |
| 1376  |  0  |       4 |      98 |      99 |    4851 |
| 1377  |  0  |      16 |      98 |      99 |    4851 |
| 1378  |  0  |      16 |      99 |      99 |    4851 |
| 1379  |  0  |     100 |      99 |      99 |    4851 |
| 1380  |  0  |     100 |      -1 |      99 |    4851 |
| 1381  |  0  |      18 |      -1 |      99 |    4851 |
| 1382  |  0  |      18 |      -1 |      99 |    4851 |
| 1383  |  0  |      16 |      -1 |      99 |    4851 |
| 1384  |  0  |      16 |      99 |      99 |    4851 |
| 1385  |  0  |      17 |      99 |      99 |    4851 |
| 1386  |  0  |      17 |      99 |      99 |    4950 |
| 1387  |  0  |      16 |      99 |      99 |    4950 |
| 1388  |  0  |      16 |      99 |     100 |    4950 |
| 1389  |  0  |       4 |      99 |     100 |    4950 |
| 1390  |  0  |       4 |      99 |     100 |    4950 |
| 1391  |  0  |      16 |      99 |     100 |    4950 |
| 1392  |  0  |      16 |     100 |     100 |    4950 |
| 1393  |  0  |     100 |     100 |     100 |    4950 |
| 1394  |  0  |     100 |       0 |     100 |    4950 |
| 1395  |  0  |      18 |       0 |     100 |    4950 |
| 1396  |  0  |      18 |       0 |     100 |    4950 |
| 1397  |  0  |      18 |       0 |     100 |    4950 |
| 1398  |  0  |      18 |       0 |     100 |    4950 |
| 1399  |  0  |      18 |       0 |     100 |    4950 |
| 1400  |  0  |      18 |       0 |     100 |    4950 |
